,Brewery Name,Beer Name,Beer Type,ABV %,Num of Ratings,Avg Rating
5533,Goose Island Beer Co.,Jezebel,Strong Ale - Belgian Pale,10.9,1,4.37
5534,Goose Island Beer Co.,Juicy Double,IPA - Imperial,8.0,93,3.75
5535,Goose Island Beer Co.,Jukin' Luke,Pilsner - German,5.2,4,3.71
5536,Goose Island Beer Co.,Juliet,Wild Ale,8.0,1635,4.28
5537,Goose Island Beer Co.,Kaiser Geyser,Lager - Kellerbier / Zwickelbier,4.6,1,3.36
5538,Goose Island Beer Co.,Keller Märzen,Lager - Märzen / Oktoberfest,6.3,10,3.81
5539,Goose Island Beer Co.,Kilgubbin,Red Ale - Irish,4.6,3,3.7
5540,Goose Island Beer Co.,Kingsland Porter,Porter - American,5.5,0,0.0
5541,Goose Island Beer Co.,La Petite Saison,Farmhouse Ale - Saison,3.7,2,3.5
5542,Goose Island Beer Co.,Lake Effect,Winter Warmer,6.4,8,3.96
5543,Goose Island Beer Co.,Last Words,Sour - Berliner Weisse,3.2,7,3.76
5544,Goose Island Beer Co.,Leggy Lass IPA,IPA - American,5.9,36,3.49
5545,Goose Island Beer Co.,Lill Moxie,Cream Ale,5.7,3,3.52
5546,Goose Island Beer Co.,Lincoln Park Lager,Lager - Vienna,5.5,20,3.76
5547,Goose Island Beer Co.,Lion's Share,IPA - Imperial,8.4,21,3.86
5548,Goose Island Beer Co.,Liquid Inspiration Stout,Stout - Oatmeal,7.5,51,3.89
5549,Goose Island Beer Co.,Little IPA,IPA - American,3.7,1,3.61
5550,Goose Island Beer Co.,Little Risk,Stout - American,2.6,6,3.34
5551,Goose Island Beer Co.,London Fog Bowl,IPA - New England,6.5,1,4.24
5552,Goose Island Beer Co.,Lost Palate,IPA - New England,6.3,64,3.71
5553,Goose Island Beer Co.,Loud And Thirsty,Lager - European / Dortmunder Export,5.5,8,3.61
5554,Goose Island Beer Co.,Madame Rose,Sour - Flanders Oud Bruin,7.1,1376,4.18
5555,Goose Island Beer Co.,Mantis,IPA - Imperial,8.0,2,3.87
5556,Goose Island Beer Co.,Matilda,Strong Ale - Belgian Pale,7.0,4944,4.06
5557,Goose Island Beer Co.,Maximilian,Lager - Vienna,5.0,1,3.97
5558,Goose Island Beer Co.,Medieval Ale,Rye Beer - Roggenbier,5.0,1,4.0
5559,Goose Island Beer Co.,Meridian Dry Hopped Sour,Wild Ale,5.9,1,4.25
5560,Goose Island Beer Co.,Midnight Oil,Porter - American,6.8,1,3.8
5561,Goose Island Beer Co.,Midway IPA,IPA - American,4.6,62,3.55
5562,Goose Island Beer Co.,Midway IPA,IPA - American,6.0,85,3.81
5563,Goose Island Beer Co.,Mild Winter,Mild Ale - English Dark,5.6,904,3.7
5564,Goose Island Beer Co.,Mildly Cyrus,Mild Ale - English Pale,3.5,5,3.43
5565,Goose Island Beer Co.,Mr. Locomotive,Porter - American,6.4,22,3.9
5566,Goose Island Beer Co.,Murphy’s Law,Pilsner - German,0.0,1,4.15
5567,Goose Island Beer Co.,Mystery,Stout - American Imperial,13.2,5,4.16
5568,Goose Island Beer Co.,Natural Villain,Lager - Adjunct,4.7,62,3.55
5569,Goose Island Beer Co.,Next Coast IPA,IPA - American,7.0,321,3.72
5570,Goose Island Beer Co.,Night Light,Lager - Schwarzbier,5.3,5,3.56
5571,Goose Island Beer Co.,Noël,Strong Ale - Belgian Dark,9.5,41,3.94
5572,Goose Island Beer Co.,Nutmutter,Lager - Schwarzbier,4.7,1,3.71
5573,Goose Island Beer Co.,Oatmeal Stout,Stout - Oatmeal,5.4,576,3.86
5574,Goose Island Beer Co.,Oddjob,IPA - English,5.8,7,3.72
5575,Goose Island Beer Co.,Off Season Lager,Lager - Märzen / Oktoberfest,6.2,2,3.7
5576,Goose Island Beer Co.,Oktoberfest,Lager - Märzen / Oktoberfest,5.7,58,3.57
5577,Goose Island Beer Co.,Old Clybourn Porter,Porter - American,5.5,28,3.81
5578,Goose Island Beer Co.,Old Fashioned-Inspired Old Ale,Old Ale,11.0,1,4.01
5579,Goose Island Beer Co.,Old Man Grumpy,Pale Ale - American,5.8,138,3.8
5580,Goose Island Beer Co.,Old Town,Farmhouse Ale - Bière de Garde,8.8,2,3.92
5581,Goose Island Beer Co.,OMG,Pale Ale - American,5.9,16,3.82
5582,Goose Island Beer Co.,One More,Pale Ale - American,5.4,4,3.94
5583,Goose Island Beer Co.,Origin Of Love,Pale Ale - Belgian,5.6,3,3.67
5584,Goose Island Beer Co.,Our World,Wheat Beer - Dunkelweizen,10.3,2,4.18
5585,Goose Island Beer Co.,Outfoxxed,Brown Ale - American,7.1,31,4.04
5586,Goose Island Beer Co.,Paper Umbrella,IPA - American,5.1,38,3.56
5587,Goose Island Beer Co.,Parallel Lines,Pale Ale - Belgian,5.5,5,3.62
5588,Goose Island Beer Co.,Pepe Nero Belgian Style Ale,Farmhouse Ale - Saison,6.4,1812,3.77
5589,Goose Island Beer Co.,Pilzé,Fruit and Field Beer,4.8,7,3.79
5590,Goose Island Beer Co.,Pith Lord,IPA - New England,5.8,2,3.15
5591,Goose Island Beer Co.,Pocket Full of Posies,Sour - Gose,4.4,0,0.0
5592,Goose Island Beer Co.,Prairie Smoke,Lager - Helles,6.1,16,3.75
5593,Goose Island Beer Co.,Preseason Lager,Lager - American Amber / Red,5.8,120,3.67
5594,Goose Island Beer Co.,Pride Rains,IPA - American,6.8,4,4.05
5595,Goose Island Beer Co.,Proprietor's Bourbon County Brand Stout (2020),Stout - American Imperial,14.2,39,4.41
5596,Goose Island Beer Co.,Quite A Thing,Farmhouse Ale - Saison,5.1,1,3.49
5597,Goose Island Beer Co.,Raspberry,Kölsch,5.7,4,4.09
5598,Goose Island Beer Co.,Rasselbock,Rye Beer - Roggenbier,6.8,89,3.83
5599,Goose Island Beer Co.,Regent's Park,Bitter - English Extra Special / Strong Bitter (ESB),5.0,12,3.45
5600,Goose Island Beer Co.,Resolutions,Stout - American Imperial,10.0,38,4.23
5601,Goose Island Beer Co.,Restrictor Plate,IPA - American,7.2,1,4.11
5602,Goose Island Beer Co.,Rotweizen,Wheat Beer - Hefeweizen,6.2,8,3.98
5603,Goose Island Beer Co.,Runner's IPA,IPA - American,7.1,6,4.04
5604,Goose Island Beer Co.,Ryled Up,Mild Ale - English Dark,3.9,1,3.53
5605,Goose Island Beer Co.,Santa's Reinbeer,Brown Ale - American,0.0,1,4.19
5606,Goose Island Beer Co.,Sara Later,Pale Ale - Belgian,7.8,2,4.19
5607,Goose Island Beer Co.,Savage Wit,Wheat Beer - Witbier,5.0,2,3.59
5608,Goose Island Beer Co.,Schwarz,Lager - Schwarzbier,4.4,1,3.75
5609,Goose Island Beer Co.,Scotch Ale W/ Cacao Nibs,Scottish Ale,8.0,1,4.1
5610,Goose Island Beer Co.,Sequin Jumpsuit,IPA - American,6.2,1,3.93
5611,Goose Island Beer Co.,Shady Character,Lager - European Dark,6.3,1,3.46
5612,Goose Island Beer Co.,Shamrock Stout,Stout - American Imperial,13.1,6,4.47
5613,Goose Island Beer Co.,Shenanigans,Barleywine - English,14.4,3,4.13
5614,Goose Island Beer Co.,Shred The Gnar,IPA - Imperial,8.3,31,3.96
5615,Goose Island Beer Co.,Siena,Wheat Beer - American Pale,6.2,5,3.72
5616,Goose Island Beer Co.,Single Speed,Pale Ale - Belgian,4.4,4,3.4
5617,Goose Island Beer Co.,Small B,Bitter - English Extra Special / Strong Bitter (ESB),5.4,2,3.54
5618,Goose Island Beer Co.,Smoked heller,Wheat Beer - Hefeweizen,0.0,0,0.0
5619,Goose Island Beer Co.,Smoked Heller Bock,Bock - Maibock,8.2,1,3.25
5620,Goose Island Beer Co.,Smoked Helles,Lager - Helles,5.4,7,3.77
5621,Goose Island Beer Co.,So-Lo,IPA - American,3.0,50,3.49
5622,Goose Island Beer Co.,Sofia (Tequila-Aged Sofie),Farmhouse Ale - Saison,9.0,7,3.96
5623,Goose Island Beer Co.,Sofie,Farmhouse Ale - Saison,6.5,4684,4.11
5624,Goose Island Beer Co.,Sofie La Mure,Farmhouse Ale - Saison,7.0,8,3.9
5625,Goose Island Beer Co.,Sofie Paradisi,Farmhouse Ale - Saison,6.7,464,4.24
5626,Goose Island Beer Co.,Soleil,Farmhouse Ale - Saison,5.5,7,3.68
5627,Goose Island Beer Co.,Sovereign,Farmhouse Ale - Saison,6.2,5,3.56
5628,Goose Island Beer Co.,Sox Golden Ale,Blonde Ale - American,5.0,8,3.82
5629,Goose Island Beer Co.,Special Snead Porter,Porter - American,6.9,5,3.91
5630,Goose Island Beer Co.,SPF,Fruit and Field Beer,5.6,75,3.67
5631,Goose Island Beer Co.,Spice Loaf,Winter Warmer,5.7,1,4.07
5632,Goose Island Beer Co.,Staged,Barleywine - American,11.5,6,4.15
5633,Goose Island Beer Co.,Star Cluster IPA,IPA - American,6.5,34,3.94
5634,Goose Island Beer Co.,Sticky Feathers,IPA - American,4.8,39,3.93
5635,Goose Island Beer Co.,Suffolk County Stout,Stout - English,14.3,10,4.4
5636,Goose Island Beer Co.,Summer Bitter,Bitter - English,4.2,15,3.69
5637,Goose Island Beer Co.,Summer Hours Lager,Lager - American,4.5,64,3.54
5638,Goose Island Beer Co.,Summer School,Wheat Beer - Hefeweizen,5.9,12,3.86
5639,Goose Island Beer Co.,Summertime,Kölsch,5.0,1450,3.49
5640,Goose Island Beer Co.,Switchboard IPA,IPA - American,5.7,6,3.71
5641,Goose Island Beer Co.,Tempo,Lager - European Dark,5.0,4,3.71
5642,Goose Island Beer Co.,Ten Hills Pale Ale,Pale Ale - American,6.2,1101,3.64
5643,Goose Island Beer Co.,The Company Man,Lager - Munich Dunkel,5.0,1,3.49
5644,Goose Island Beer Co.,The Dove,Mild Ale - English Pale,4.3,8,3.39
5645,Goose Island Beer Co.,The Grouch,Pilsner - Imperial,8.9,6,3.72
5646,Goose Island Beer Co.,The Illinois,IPA - Imperial,9.0,1221,3.93
5647,Goose Island Beer Co.,The Ogden,Tripel,9.0,748,3.87
5648,Goose Island Beer Co.,The Snead Porter,Porter - American,6.9,9,4.01
5649,Goose Island Beer Co.,Three's A Crowd,Tripel,10.8,1,4.0
5650,Goose Island Beer Co.,Too Soon,Pale Ale - American,6.5,1,3.5
5651,Goose Island Beer Co.,Tree Water Pils,Pilsner - German,5.1,1,3.04
5652,Goose Island Beer Co.,Tropic Like It's Hot,IPA - New England,4.5,1,4.1
5653,Goose Island Beer Co.,Tropical Beer Hug,IPA - Imperial,9.9,11,3.58
5654,Goose Island Beer Co.,Upstream IPA,IPA - American,6.3,15,3.97
5655,Goose Island Beer Co.,Urban Escape Pale Ale,Pale Ale - American,4.6,1,3.73
5656,Goose Island Beer Co.,V Formation,Pale Ale - American,4.6,25,3.54
5657,Goose Island Beer Co.,Vanitas,Strong Ale - Belgian Dark,9.8,16,4.03
5658,Goose Island Beer Co.,Vernalis,Pale Ale - American,5.4,1,4.29
5659,Goose Island Beer Co.,Voyager IPA,IPA - American,5.6,9,3.79
5660,Goose Island Beer Co.,Wallonia,Farmhouse Ale - Saison,7.0,7,3.82
5661,Goose Island Beer Co.,Wanderer IPA,IPA - American,6.2,1,3.25
5662,Goose Island Beer Co.,White Pine IPA,IPA - American,6.4,25,3.53
5663,Goose Island Beer Co.,Wild Herd,Kölsch,5.0,15,3.72
5664,Goose Island Beer Co.,Will's Revenge,Scottish Ale,8.6,3,3.55
5665,Goose Island Beer Co.,Willow St. Wit,Wheat Beer - Witbier,5.0,52,3.71
5666,Goose Island Beer Co.,Willow Street Wheat,Wheat Beer - American Pale,5.7,14,3.42
5667,Goose Island Beer Co.,Wind Chill Wit,Wheat Beer - Witbier,4.3,1,3.75
5668,Goose Island Beer Co.,Winter Rouge,Brown Ale - Belgian Dark,6.7,1,4.25
5669,Goose Island Beer Co.,Women of the House,Pale Ale - American,6.0,3,3.59
5670,Goose Island Beer Co.,Workhorse Double IPA,IPA - Imperial,9.3,12,4.02
5671,Goose Island Beer Co.,Wrigleyville White,Wheat Beer - Witbier,5.0,26,3.66
5672,Goose Island Beer Co.,Xenia,Farmhouse Ale - Saison,5.2,2,3.68
5673,Goose Island Beer Co.,100 Degrees,IPA - English,6.4,7,4.06
5674,Goose Island Beer Co.,14 Year Bitter,Bitter - English,3.5,1,4.04
5675,Goose Island Beer Co.,1516,Lager - Kellerbier / Zwickelbier,5.1,12,3.87
5676,Goose Island Beer Co.,15th Anniversary ESB,Bitter - English Extra Special / Strong Bitter (ESB),0.0,2,4.08
5677,Goose Island Beer Co.,16th Anniversary ESB,Bitter - English Extra Special / Strong Bitter (ESB),6.2,3,3.95
5678,Goose Island Beer Co.,17th Anniversary ESB,Bitter - English Extra Special / Strong Bitter (ESB),6.0,1,4.33
5679,Goose Island Beer Co.,18th Anniversary ESB,Bitter - English Extra Special / Strong Bitter (ESB),6.0,3,4.2
5680,Goose Island Beer Co.,19th Anniversary ESB,Bitter - English Extra Special / Strong Bitter (ESB),0.0,8,4.21
5681,Goose Island Beer Co.,20th Anniversary Cellar Collection: Hopscotch Ale,Pale Ale - American,5.0,0,0.0
5682,Goose Island Beer Co.,20th Anniversary ESB,Bitter - English Extra Special / Strong Bitter (ESB),0.0,13,3.97
5683,Goose Island Beer Co.,21st Amendment,Pale Ale - American,3.2,3,4.01
5684,Goose Island Beer Co.,21st Anniversary ESB,Bitter - English Extra Special / Strong Bitter (ESB),6.8,2,4.16
5685,Goose Island Beer Co.,22nd Anniversary Pale Ale,Pale Ale - American,5.5,1,4.2
5686,Goose Island Beer Co.,23rd Anniversary Ale,Pale Ale - American,5.3,5,3.61
5687,Goose Island Beer Co.,24th Anniversary Pale Ale,Rye Beer,5.8,3,3.43
5688,Goose Island Beer Co.,25th Anniversary Ale,Bitter - English Extra Special / Strong Bitter (ESB),6.4,596,3.69
5689,Goose Island Beer Co.,25th Anniversary Flanders Red,Sour - Flanders Red Ale,6.7,82,4.23
5690,Goose Island Beer Co.,25th Anniversary Silver Jubilee,IPA - Imperial,8.0,29,3.71
5691,Goose Island Beer Co.,26th Anniversary Ale,Bitter - English,4.5,10,3.64
5692,Goose Island Beer Co.,27th Anniversary Ale:3 Til 30,IPA - Imperial,8.0,6,3.93
5693,Goose Island Beer Co.,30th Anniversary Ale,Bitter - English Extra Special / Strong Bitter (ESB),5.9,5,3.7
5694,Goose Island Beer Co.,312 Urban Pale Ale,Pale Ale - American,5.4,1102,3.36
5695,Goose Island Beer Co.,3600,Farmhouse Ale - Saison,0.0,16,3.47
5696,Goose Island Beer Co.,3rd Base,Tripel,11.2,10,4.18
5697,Goose Island Beer Co.,3rd Wheel,Tripel,9.3,7,3.82
5698,Goose Island Beer Co.,6297,Pale Ale - American,5.4,1,3.37
5699,Goose Island Beer Co.,72-72,Pale Ale - Belgian,6.4,6,3.71
5700,Goose Island Beer Co.,80 Shilling,Scotch Ale / Wee Heavy,5.0,15,3.46
5701,Goose Island Beer Co.,A Beer Named Sue,IPA - Black / Cascadian Dark Ale,7.5,18,3.97
5702,Goose Island Beer Co.,A Modest Proposal,IPA - Imperial,9.8,6,3.96
5703,Goose Island Beer Co.,A Nustart,Farmhouse Ale - Saison,5.9,3,3.4
5704,Goose Island Beer Co.,Abbey Normal,Dubbel,8.0,3,3.8
5705,Goose Island Beer Co.,Aberration Barleywine,Barleywine - American,8.1,3,3.62
5706,Goose Island Beer Co.,Adeline,Wild Ale,0.0,0,0.0
5707,Goose Island Beer Co.,Adoration Pale Ale,Pale Ale - American,5.6,1,3.19
5708,Goose Island Beer Co.,Agua Fresca,Wheat Beer - Witbier,5.0,1,3.75
5709,Goose Island Beer Co.,Albert Hall,Mild Ale - English Pale,4.1,4,3.28
5710,Goose Island Beer Co.,Ale Terrain XVI,Mild Ale - English Dark,3.5,1,3.85
5711,Goose Island Beer Co.,All Purpose IPA On Cask,IPA - Imperial,4.5,2,4.29
5712,Goose Island Beer Co.,Allium Roseus,Pale Ale - Belgian,7.2,6,3.83
5713,Goose Island Beer Co.,Altbier,Altbier,5.8,26,3.82
5714,Goose Island Beer Co.,Amara,Wild Ale,0.0,21,4.43
5715,Goose Island Beer Co.,Ambleside,Pale Ale - American,4.7,3,3.83
5716,Goose Island Beer Co.,American Dark Wheat Ale,Wheat Beer - American Dark,5.0,1,4.05
5717,Goose Island Beer Co.,American ESB,Bitter - English Extra Special / Strong Bitter (ESB),0.0,1,4.13
5718,Goose Island Beer Co.,American Pale Ale,Pale Ale - American,0.0,2,3.68
5719,Goose Island Beer Co.,Ancho Chili Bourbon County Brand Stout,Stout - American Imperial,13.0,19,4.16
5720,Goose Island Beer Co.,Apple Brandy Barrel Aged Bourbon County Stout,Stout - American Imperial,0.0,41,4.62
5721,Goose Island Beer Co.,Apple Cart Stout,Stout - American Imperial,14.7,1,4.6
5722,Goose Island Beer Co.,Apple Cider Autumn Ale,Red Ale - American Amber / Red,5.7,1,2.5
5723,Goose Island Beer Co.,Athena,Wild Ale,5.5,5,3.77
5724,Goose Island Beer Co.,Austin-tatious,Barleywine - American,10.6,11,3.81
5725,Goose Island Beer Co.,Autobahn,Pilsner - German,5.1,9,3.68
5726,Goose Island Beer Co.,Autumn,Red Ale - American Amber / Red,6.3,5,3.64
5727,Goose Island Beer Co.,Autumn Ale (2008),Strong Ale - Belgian Pale,6.8,2,3.95
5728,Goose Island Beer Co.,Autumn Ale (2013),Lager - Märzen / Oktoberfest,5.7,1,3.75
5729,Goose Island Beer Co.,Aviator,Bock - Doppelbock,7.6,7,3.96
5730,Goose Island Beer Co.,Aviator Dopplebock,Bock - Doppelbock,8.5,35,3.76
5731,Goose Island Beer Co.,Azteca,Herb and Spice Beer,7.0,1,3.18
5732,Goose Island Beer Co.,Backyard Brew,Lager - American,4.5,8,2.55
5733,Goose Island Beer Co.,Backyard Rye Bourbon County Brand Stout,Stout - American Imperial,12.7,2144,4.6
5734,Goose Island Beer Co.,Bad Oscar,Pilsner - Bohemian / Czech,5.2,6,3.26
5735,Goose Island Beer Co.,Baltic Porter,Porter - Baltic,6.0,3,3.64
5736,Goose Island Beer Co.,Barrel Aged Belgian Quad,Quadrupel (Quad),10.75,4,4.55
5737,Goose Island Beer Co.,Barrel Aged Brett Barleywine,Barleywine - American,9.5,4,4.38
5738,Goose Island Beer Co.,Barrel Aged Brett Saison,Farmhouse Ale - Saison,8.0,5,4.24
5739,Goose Island Beer Co.,Barrel Aged Extremely Naughty Goose,Brown Ale - American,10.0,19,4.32
5740,Goose Island Beer Co.,Barrel Aged Holiday Porter,Porter - American,0.0,5,4.06
5741,Goose Island Beer Co.,Barrel Aged Raspberry Wheatwine,Wheat Beer - Wheatwine,0.0,1,4.39
5742,Goose Island Beer Co.,Barrel Aged Run For The Roses,Stout - Irish Dry,6.5,8,4.21
5743,Goose Island Beer Co.,Barrel Aged Sai Shan Tea,Farmhouse Ale - Saison,7.5,6,4.29
5744,Goose Island Beer Co.,Barrel Aged Squid Ink,Farmhouse Ale - Saison,7.8,3,4.23
5745,Goose Island Beer Co.,Barrel Aged Vanitas,Strong Ale - Belgian Dark,11.0,8,4.04
5746,Goose Island Beer Co.,Barrel- Aged Outfoxxed,Brown Ale - American,8.0,5,4.2
5747,Goose Island Beer Co.,Barrel-Aged Rotweizen,Wild Ale,0.0,8,4.15
5748,Goose Island Beer Co.,Batch 2000 (Barleywine),Barleywine - American,11.59,14,4.2
5749,Goose Island Beer Co.,Batch 2000 (Wheatmiser),Wheat Beer - Wheatwine,9.5,13,4.2
5750,Goose Island Beer Co.,Batch 3000,Smoked Beer,0.0,3,4.16
5751,Goose Island Beer Co.,Batch 4000 (Belgian Double IPA),IPA - Imperial,8.0,6,4.21
5752,Goose Island Beer Co.,Batch 5000 (Porter),Porter - American,0.0,13,3.73
5753,Goose Island Beer Co.,Batch 6002,Altbier,0.0,3,4.25
5754,Goose Island Beer Co.,Batch 8000,Pale Ale - American,4.6,2,3.61
5755,Goose Island Beer Co.,Baudoinia,Stout - American Imperial,15.0,285,4.65
5756,Goose Island Beer Co.,Bavarian Hammock,Wheat Beer - Hefeweizen,5.3,4,3.56
5757,Goose Island Beer Co.,Be Mine Chocolate Stout,Stout - American,0.0,1,3.87
5758,Goose Island Beer Co.,Beer Back,Pilsner - German,8.7,1,4.25
5759,Goose Island Beer Co.,Beer Hunter Brown Porter,Brown Ale - American,5.9,8,4.23
5760,Goose Island Beer Co.,Belgian Blonde,Blonde Ale - American,4.8,2,3.53
5761,Goose Island Beer Co.,Belgian Cowboy,Farmhouse Ale - Saison,8.0,3,4.15
5762,Goose Island Beer Co.,Belgian IPA,IPA - Belgian,6.2,2,4.02
5763,Goose Island Beer Co.,Belgian Queen,IPA - Belgian,6.5,4,3.86
5764,Goose Island Beer Co.,Belle Blonde,Strong Ale - Belgian Pale,7.3,6,3.46
5765,Goose Island Beer Co.,Berliner Weisse,Sour - Berliner Weisse,2.7,59,3.78
5766,Goose Island Beer Co.,Big Guy,Wheat Beer - Witbier,5.5,3,3.88
5767,Goose Island Beer Co.,Big John,Stout - American Imperial,11.5,1580,4.12
5768,Goose Island Beer Co.,Big Train,Porter - American,0.0,47,4.33
5769,Goose Island Beer Co.,Birdhouse,Wheat Beer - American Pale,4.8,4,3.44
5770,Goose Island Beer Co.,Bissel Maple Stout,Stout - American Imperial,12.9,2,3.94
5771,Goose Island Beer Co.,Bitter Love (Amaro Amo),Brown Ale - Belgian Dark,6.8,11,3.94
5772,Goose Island Beer Co.,Black Cat Coffee Stout,Stout - Russian Imperial,9.8,5,4.72
5773,Goose Island Beer Co.,Black Cat Stout,Stout - American,7.3,5,4.22
5774,Goose Island Beer Co.,Black Goose Stout,Stout - American,6.5,3,4.04
5775,Goose Island Beer Co.,Black Imperial IPA,IPA - Black / Cascadian Dark Ale,8.0,3,4.14
5776,Goose Island Beer Co.,Black Mission,Strong Ale - Belgian Dark,7.8,42,3.79
5777,Goose Island Beer Co.,Black Raspberry Bourbon County Stout,Stout - American Imperial,13.8,6,4.55
5778,Goose Island Beer Co.,Black Saison,Farmhouse Ale - Saison,6.2,3,4.05
5779,Goose Island Beer Co.,Black Sea,Porter - Baltic,8.0,16,4.16
5780,Goose Island Beer Co.,Black Walnut Lager,Lager - Schwarzbier,5.0,8,3.76
5781,Goose Island Beer Co.,Blackberry Dominique,Wild Ale,8.5,10,4.39
5782,Goose Island Beer Co.,Blackberry Kolsch,Kölsch,5.0,0,0.0
5783,Goose Island Beer Co.,Blind Date,Stout - American Imperial,6.7,2,3.97
5784,Goose Island Beer Co.,Blonde Rascal,Blonde Ale - American,6.5,5,3.35
5785,Goose Island Beer Co.,Blonde Trouble,Tripel,7.8,2,3.55
5786,Goose Island Beer Co.,Blue,Strong Ale - Belgian Dark,8.7,2,3.66
5787,Goose Island Beer Co.,Blueberry Ale,Fruit and Field Beer,5.0,4,3.88
5788,Goose Island Beer Co.,Bluth,Porter - English,5.6,8,3.66
5789,Goose Island Beer Co.,Bock,Bock - Traditional,6.8,2,4.0
5790,Goose Island Beer Co.,Bordeaux Barrel Aged Wheatmiser,Wheat Beer - Wheatwine,8.7,5,4.25
5791,Goose Island Beer Co.,Boring,Wild Ale,7.0,22,4.09
5792,Goose Island Beer Co.,Bourbon Barrel Aged Aviator Doppelbock,Bock - Doppelbock,9.0,8,4.32
5793,Goose Island Beer Co.,Bourbon Barrel Aged Doppelbock,Bock - Doppelbock,0.0,5,3.49
5794,Goose Island Beer Co.,Bourbon Barrel Aged Extra Naughty Goose,Brown Ale - American,10.0,12,4.17
5795,Goose Island Beer Co.,Bourbon Barrel Aged Lolita,Wild Ale,0.0,2,4.15
5796,Goose Island Beer Co.,Bourbon Barrel Aged Maduro,Brown Ale - American,7.3,3,3.89
5797,Goose Island Beer Co.,Bourbon Barrel Aged Sour Raspberry Matilda,Wild Ale,0.0,5,4.34
5798,Goose Island Beer Co.,Bourbon Barrel Saison With Cherries,Farmhouse Ale - Saison,0.0,3,3.83
5799,Goose Island Beer Co.,Bourbon Barrel-Aged Wheatmiser,Wheat Beer - Wheatwine,8.7,19,4.05
5800,Goose Island Beer Co.,Bourbon Blueberry Imperial Stout,Stout - Russian Imperial,9.9,6,4.28
5801,Goose Island Beer Co.,Bourbon County 2 Year Reserve Brand Stout (2019),Stout - American Imperial,14.9,65,4.65
5802,Goose Island Beer Co.,Bourbon County Barrel Select,Stout - American Imperial,15.5,4,4.55
5803,Goose Island Beer Co.,Bourbon County Brand Barleywine (2 Year Wild Turkey Barrel Aged),Barleywine - English,13.8,48,4.41
5804,Goose Island Beer Co.,Bourbon County Brand Barleywine Ale,Barleywine - English,14.4,5524,4.55
5805,Goose Island Beer Co.,Bourbon County Brand Blackberry Stout,Stout - American Imperial,15.0,27,4.16
5806,Goose Island Beer Co.,Bourbon County Brand Bramble Rye Stout,Stout - American Imperial,12.7,1191,4.39
5807,Goose Island Beer Co.,Bourbon County Brand Café de Olla Stout,Stout - American Imperial,13.5,371,4.35
5808,Goose Island Beer Co.,Bourbon County Brand Cherry Stout,Stout - American Imperial,13.0,63,4.52
5809,Goose Island Beer Co.,Bourbon County Brand Coffee Barleywine Ale,Barleywine - English,15.1,212,4.3
5810,Goose Island Beer Co.,Bourbon County Brand Coffee Stout,Stout - American Imperial,12.9,7444,4.73
5811,Goose Island Beer Co.,Bourbon County Brand Double Barrel Stout,Stout - American Imperial,17.2,34,4.61
5812,Goose Island Beer Co.,Bourbon County Brand Double Barrel Stout (2019),Stout - American Imperial,18.1,26,4.71
